IBIS codes,Destinations,TDE,Calendar,Country Code,Area Code,Price/min,Price Status,Comment,Cli,Start Date,End Date
BIH SRPSKE,Bosnia And Herzegovina m:tel,STD,SINT,387,5524,0.20301,,,YES,1-Jan-18,
BIH SRPSKE,Bosnia And Herzegovina m:tel,STD,SINT,387,5525,0.20301,,,YES,1-Jan-18,
BIH SRPSKE,Bosnia And Herzegovina m:tel,STD,SINT,387,5529,0.20301,,,YES,1-Jan-18,
BIH SRPSKE,Bosnia And Herzegovina m:tel,STD,SINT,387,5530,0.20301,,,YES,1-Jan-18,
BIH SRPSKE,Bosnia And Herzegovina m:tel,STD,SINT,387,5532,0.20301,,,YES,1-Jan-18,
BIH SRPSKE,Bosnia And Herzegovina m:tel,STD,SINT,387,5533,0.20301,,,YES,1-Jan-18,
BIH SRPSKE,Bosnia And Herzegovina m:tel,STD,SINT,387,5535,0.20301,,,YES,1-Jan-18,
BIH SRPSKE,Bosnia And Herzegovina m:tel,STD,SINT,387,5537,0.20301,,,YES,1-Jan-18,
BIH SRPSKE,Bosnia And Herzegovina m:tel,STD,SINT,387,5538,0.20301,,,YES,1-Jan-18,
BIH SRPSKE,Bosnia And Herzegovina m:tel,STD,SINT,387,5539,0.20301,,,YES,1-Jan-18,
BIH SRPSKE,Bosnia And Herzegovina m:tel,STD,SINT,387,5548,0.20301,,,YES,1-Jan-18,
BIH SRPSKE,Bosnia And Herzegovina m:tel,STD,SINT,387,5549,0.20301,,,YES,1-Jan-18,
BIH SRPSKE,Bosnia And Herzegovina m:tel,STD,SINT,387,5554,0.20301,,,YES,1-Jan-18,
BIH SRPSKE,Bosnia And Herzegovina m:tel,STD,SINT,387,5555,0.20301,,,YES,1-Jan-18,
BIH SRPSKE,Bosnia And Herzegovina m:tel,STD,SINT,387,5565,0.20301,,,YES,1-Jan-18,
BIH SRPSKE,Bosnia And Herzegovina m:tel,STD,SINT,387,5566,0.20301,,,YES,1-Jan-18,
BIH SRPSKE,Bosnia And Herzegovina m:tel,STD,SINT,387,5567,0.20301,,,YES,1-Jan-18,
BIH SRPSKE,Bosnia And Herzegovina m:tel,STD,SINT,387,5577,0.20301,,,YES,1-Jan-18,
BIH SRPSKE,Bosnia And Herzegovina m:tel,STD,SINT,387,5578,0.20301,,,YES,1-Jan-18,
BIH SRPSKE,Bosnia And Herzegovina m:tel,STD,SINT,387,5579,0.20301,,,YES,1-Jan-18,
BIH SRPSKE,Bosnia And Herzegovina m:tel,STD,SINT,387,5621,0.20301,,,YES,1-Jan-18,
BIH SRPSKE,Bosnia And Herzegovina m:tel,STD,SINT,387,5623,0.20301,,,YES,1-Jan-18,
BIH SRPSKE,Bosnia And Herzegovina m:tel,STD,SINT,387,5624,0.20301,,,YES,1-Jan-18,
BIH SRPSKE,Bosnia And Herzegovina m:tel,STD,SINT,387,5626,0.20301,,,YES,1-Jan-18,
BIH SRPSKE,Bosnia And Herzegovina m:tel,STD,SINT,387,5627,0.20301,,,YES,1-Jan-18,
BIH SRPSKE,Bosnia And Herzegovina m:tel,STD,SINT,387,5631,0.20301,,,YES,1-Jan-18,
BIH SRPSKE,Bosnia And Herzegovina m:tel,STD,SINT,387,5633,0.20301,,,YES,1-Jan-18,
BIH SRPSKE,Bosnia And Herzegovina m:tel,STD,SINT,387,5637,0.20301,,,YES,1-Jan-18,
BIH SRPSKE,Bosnia And Herzegovina m:tel,STD,SINT,387,5639,0.20301,,,YES,1-Jan-18,
BIH SRPSKE,Bosnia And Herzegovina m:tel,STD,SINT,387,5641,0.20301,,,YES,1-Jan-18,
BIH SRPSKE,Bosnia And Herzegovina m:tel,STD,SINT,387,5642,0.20301,,,YES,1-Jan-18,
BIH SRPSKE,Bosnia And Herzegovina m:tel,STD,SINT,387,5644,0.20301,,,YES,1-Jan-18,
BIH SRPSKE,Bosnia And Herzegovina m:tel,STD,SINT,387,5646,0.20301,,,YES,1-Jan-18,
BIH SRPSKE,Bosnia And Herzegovina m:tel,STD,SINT,387,5647,0.20301,,,YES,1-Jan-18,
BIH SRPSKE,Bosnia And Herzegovina m:tel,STD,SINT,387,5648,0.20301,,,YES,1-Jan-18,
BIH SRPSKE,Bosnia And Herzegovina m:tel,STD,SINT,387,5649,0.20301,,,YES,1-Jan-18,
BIH SRPSKE,Bosnia And Herzegovina m:tel,STD,SINT,387,5665,0.20301,,,YES,1-Jan-18,
BIH SRPSKE,Bosnia And Herzegovina m:tel,STD,SINT,387,5671,0.20301,,,YES,1-Jan-18,
BIH SRPSKE,Bosnia And Herzegovina m:tel,STD,SINT,387,5673,0.20301,,,YES,1-Jan-18,
BIH SRPSKE,Bosnia And Herzegovina m:tel,STD,SINT,387,5674,0.20301,,,YES,1-Jan-18,
BIH SRPSKE,Bosnia And Herzegovina m:tel,STD,SINT,387,5676,0.20301,,,YES,1-Jan-18,
BIH SRPSKE,Bosnia And Herzegovina m:tel,STD,SINT,387,5677,0.20301,,,YES,1-Jan-18,
BIH SRPSKE,Bosnia And Herzegovina m:tel,STD,SINT,387,5720,0.20301,,,YES,1-Jan-18,
BIH SRPSKE,Bosnia And Herzegovina m:tel,STD,SINT,387,5722,0.20301,,,YES,1-Jan-18,
BIH SRPSKE,Bosnia And Herzegovina m:tel,STD,SINT,387,5723,0.20301,,,YES,1-Jan-18,
BIH SRPSKE,Bosnia And Herzegovina m:tel,STD,SINT,387,5724,0.20301,,,YES,1-Jan-18,
BIH SRPSKE,Bosnia And Herzegovina m:tel,STD,SINT,387,5725,0.20301,,,YES,1-Jan-18,
BIH SRPSKE,Bosnia And Herzegovina m:tel,STD,SINT,387,5726,0.20301,,,YES,1-Jan-18,
BIH SRPSKE,Bosnia And Herzegovina m:tel,STD,SINT,387,5727,0.20301,,,YES,1-Jan-18,
BIH SRPSKE,Bosnia And Herzegovina m:tel,STD,SINT,387,5731,0.20301,,,YES,1-Jan-18,
BIH SRPSKE,Bosnia And Herzegovina m:tel,STD,SINT,387,5732,0.20301,,,YES,1-Jan-18,
BIH SRPSKE,Bosnia And Herzegovina m:tel,STD,SINT,387,5734,0.20301,,,YES,1-Jan-18,
BIH SRPSKE,Bosnia And Herzegovina m:tel,STD,SINT,387,5735,0.20301,,,YES,1-Jan-18,
BIH SRPSKE,Bosnia And Herzegovina m:tel,STD,SINT,387,5737,0.20301,,,YES,1-Jan-18,
BIH SRPSKE,Bosnia And Herzegovina m:tel,STD,SINT,387,5740,0.20301,,,YES,1-Jan-18,
BIH SRPSKE,Bosnia And Herzegovina m:tel,STD,SINT,387,5743,0.20301,,,YES,1-Jan-18,
BIH SRPSKE,Bosnia And Herzegovina m:tel,STD,SINT,387,5744,0.20301,,,YES,1-Jan-18,
BIH SRPSKE,Bosnia And Herzegovina m:tel,STD,SINT,387,5747,0.20301,,,YES,1-Jan-18,
BIH SRPSKE,Bosnia And Herzegovina m:tel,STD,SINT,387,5748,0.20301,,,YES,1-Jan-18,
BIH SRPSKE,Bosnia And Herzegovina m:tel,STD,SINT,387,5749,0.20301,,,YES,1-Jan-18,
BIH SRPSKE,Bosnia And Herzegovina m:tel,STD,SINT,387,5755,0.20301,,,YES,1-Jan-18,
BIH SRPSKE,Bosnia And Herzegovina m:tel,STD,SINT,387,5761,0.20301,,,YES,1-Jan-18,
BIH SRPSKE,Bosnia And Herzegovina m:tel,STD,SINT,387,5762,0.20301,,,YES,1-Jan-18,
BIH SRPSKE,Bosnia And Herzegovina m:tel,STD,SINT,387,5821,0.20301,,,YES,1-Jan-18,
BIH SRPSKE,Bosnia And Herzegovina m:tel,STD,SINT,387,5822,0.20301,,,YES,1-Jan-18,
BIH SRPSKE,Bosnia And Herzegovina m:tel,STD,SINT,387,5823,0.20301,,,YES,1-Jan-18,
BIH SRPSKE,Bosnia And Herzegovina m:tel,STD,SINT,387,5831,0.20301,,,YES,1-Jan-18,
BIH SRPSKE,Bosnia And Herzegovina m:tel,STD,SINT,387,5841,0.20301,,,YES,1-Jan-18,
BIH SRPSKE,Bosnia And Herzegovina m:tel,STD,SINT,387,5842,0.20301,,,YES,1-Jan-18,
BIH SRPSKE,Bosnia And Herzegovina m:tel,STD,SINT,387,5843,0.20301,,,YES,1-Jan-18,
BIH SRPSKE,Bosnia And Herzegovina m:tel,STD,SINT,387,5848,0.20301,,,YES,1-Jan-18,
BIH SRPSKE,Bosnia And Herzegovina m:tel,STD,SINT,387,5849,0.20301,,,YES,1-Jan-18,
BIH SRPSKE,Bosnia And Herzegovina m:tel,STD,SINT,387,5861,0.20301,,,YES,1-Jan-18,
BIH SRPSKE,Bosnia And Herzegovina m:tel,STD,SINT,387,5862,0.20301,,,YES,1-Jan-18,
BIH SRPSKE,Bosnia And Herzegovina m:tel,STD,SINT,387,5863,0.20301,,,YES,1-Jan-18,
BIH SRPSKE,Bosnia And Herzegovina m:tel,STD,SINT,387,5870,0.20301,,,YES,1-Jan-18,
BIH SRPSKE,Bosnia And Herzegovina m:tel,STD,SINT,387,5871,0.20301,,,YES,1-Jan-18,
BIH SRPSKE,Bosnia And Herzegovina m:tel,STD,SINT,387,5872,0.20301,,,YES,1-Jan-18,
BIH SRPSKE,Bosnia And Herzegovina m:tel,STD,SINT,387,5873,0.20301,,,YES,1-Jan-18,
BIH SRPSKE,Bosnia And Herzegovina m:tel,STD,SINT,387,5922,0.20301,,,YES,1-Jan-18,
BIH SRPSKE,Bosnia And Herzegovina m:tel,STD,SINT,387,5924,0.20301,,,YES,1-Jan-18,
BIH SRPSKE,Bosnia And Herzegovina m:tel,STD,SINT,387,5925,0.20301,,,YES,1-Jan-18,
BIH SRPSKE,Bosnia And Herzegovina m:tel,STD,SINT,387,5926,0.20301,,,YES,1-Jan-18,
BIH SRPSKE,Bosnia And Herzegovina m:tel,STD,SINT,387,5927,0.20301,,,YES,1-Jan-18,
BIH SRPSKE,Bosnia And Herzegovina m:tel,STD,SINT,387,5928,0.20301,,,YES,1-Jan-18,
BIH SRPSKE,Bosnia And Herzegovina m:tel,STD,SINT,387,5937,0.20301,,,YES,1-Jan-18,
BIH SRPSKE,Bosnia And Herzegovina m:tel,STD,SINT,387,5938,0.20301,,,YES,1-Jan-18,
BIH SRPSKE,Bosnia And Herzegovina m:tel,STD,SINT,387,5947,0.20301,,,YES,1-Jan-18,
BIH SRPSKE,Bosnia And Herzegovina m:tel,STD,SINT,387,5948,0.20301,,,YES,1-Jan-18,
BIH SRPSKE,Bosnia And Herzegovina m:tel,STD,SINT,387,5949,0.20301,,,YES,1-Jan-18,
BIH SRPSKE,Bosnia And Herzegovina m:tel,STD,SINT,387,5960,0.20301,,,YES,1-Jan-18,
BIH SRPSKE,Bosnia And Herzegovina m:tel,STD,SINT,387,5961,0.20301,,,YES,1-Jan-18,
BIH SRPSKE,Bosnia And Herzegovina m:tel,STD,SINT,387,5962,0.20301,,,YES,1-Jan-18,
BIH SRPSKE,Bosnia And Herzegovina m:tel,STD,SINT,387,5963,0.20301,,,YES,1-Jan-18,
BIH SRPSKE,Bosnia And Herzegovina m:tel,STD,SINT,387,5986,0.20301,,,YES,1-Jan-18,
BIH Mobile PTTBIH,Bosnia And Herzegovina Mobile BH Telecom,STD,SINT,387,603,0.44856,,,YES,1-Jan-18,
BIH Mobile PTTBIH,Bosnia And Herzegovina Mobile BH Telecom,STD,SINT,387,60400,0.44856,,,YES,1-Jan-18,
BIH Mobile PTTBIH,Bosnia And Herzegovina Mobile BH Telecom,STD,SINT,387,60401,0.44856,,,YES,1-Jan-18,
BIH Mobile PTTBIH,Bosnia And Herzegovina Mobile BH Telecom,STD,SINT,387,60402,0.44856,,,YES,1-Jan-18,
BIH Mobile PTTBIH,Bosnia And Herzegovina Mobile BH Telecom,STD,SINT,387,60403,0.44856,,,YES,1-Jan-18,
BIH Mobile PTTBIH,Bosnia And Herzegovina Mobile BH Telecom,STD,SINT,387,60404,0.44856,,,YES,1-Jan-18,
BIH Mobile PTTBIH,Bosnia And Herzegovina Mobile BH Telecom,STD,SINT,387,61,0.44856,,,YES,1-Jan-18,
BIH Mobile PTTBIH,Bosnia And Herzegovina Mobile BH Telecom,STD,SINT,387,62,0.44856,,,YES,1-Jan-18,
BIH Mobile ERONET,Bosnia And Herzegovina Mobile Eronet,STD,SINT,387,63,0.44679,,,YES,1-Jan-18,
BIH Mobile ERONET,Bosnia And Herzegovina Mobile Eronet,STD,SINT,387,64,0.44679,,,YES,1-Jan-18,
BIH Mobile SRPSKE,Bosnia And Herzegovina Mobile m:tel,STD,SINT,387,65,0.50354,,,YES,1-Jan-18,
BIH Mobile SRPSKE,Bosnia And Herzegovina Mobile m:tel,STD,SINT,387,66,0.50354,,,YES,1-Jan-18,
BIH Mobile SRPSKE,Bosnia And Herzegovina Mobile m:tel,STD,SINT,387,67,0.50354,,,YES,1-Jan-18,
BIH MOSTAR,Bosnia And Herzegovina MOSTAR,STD,SINT,387,3049,0.20690,,,YES,1-May-18,
BIH MOSTAR,Bosnia And Herzegovina MOSTAR,STD,SINT,387,3063,0.20690,,,YES,1-May-18,
BIH MOSTAR,Bosnia And Herzegovina MOSTAR,STD,SINT,387,3064,0.20690,,,YES,1-May-18,
BIH MOSTAR,Bosnia And Herzegovina MOSTAR,STD,SINT,387,3065,0.20690,,,YES,1-May-18,
BIH MOSTAR,Bosnia And Herzegovina MOSTAR,STD,SINT,387,3070,0.20690,,,YES,1-May-18,
BIH MOSTAR,Bosnia And Herzegovina MOSTAR,STD,SINT,387,3071,0.20690,,,YES,1-May-18,
BIH MOSTAR,Bosnia And Herzegovina MOSTAR,STD,SINT,387,3073,0.20690,,,YES,1-May-18,
BIH MOSTAR,Bosnia And Herzegovina MOSTAR,STD,SINT,387,3079,0.20690,,,YES,1-May-18,
BIH MOSTAR,Bosnia And Herzegovina MOSTAR,STD,SINT,387,3080,0.20690,,,YES,1-May-18,
BIH MOSTAR,Bosnia And Herzegovina MOSTAR,STD,SINT,387,3087,0.20690,,,YES,1-May-18,
BIH MOSTAR,Bosnia And Herzegovina MOSTAR,STD,SINT,387,3171,0.20690,,,YES,1-May-18,
BIH MOSTAR,Bosnia And Herzegovina MOSTAR,STD,SINT,387,3172,0.20690,,,YES,1-May-18,
BIH MOSTAR,Bosnia And Herzegovina MOSTAR,STD,SINT,387,3173,0.20690,,,YES,1-May-18,
BIH MOSTAR,Bosnia And Herzegovina MOSTAR,STD,SINT,387,3174,0.20690,,,YES,1-May-18,
BIH MOSTAR,Bosnia And Herzegovina MOSTAR,STD,SINT,387,3175,0.20690,,,YES,1-May-18,
BIH MOSTAR,Bosnia And Herzegovina MOSTAR,STD,SINT,387,3176,0.20690,,,YES,1-May-18,
BIH MOSTAR,Bosnia And Herzegovina MOSTAR,STD,SINT,387,3177,0.20690,,,YES,1-May-18,
BIH MOSTAR,Bosnia And Herzegovina MOSTAR,STD,SINT,387,3179,0.20690,,,YES,1-May-18,
BIH MOSTAR,Bosnia And Herzegovina MOSTAR,STD,SINT,387,3280,0.20690,,,YES,1-May-18,
BIH MOSTAR,Bosnia And Herzegovina MOSTAR,STD,SINT,387,3288,0.20690,,,YES,1-May-18,
BIH MOSTAR,Bosnia And Herzegovina MOSTAR,STD,SINT,387,3289,0.20690,,,YES,1-May-18,
BIH MOSTAR,Bosnia And Herzegovina MOSTAR,STD,SINT,387,33901,0.20690,,,YES,1-May-18,
BIH MOSTAR,Bosnia And Herzegovina MOSTAR,STD,SINT,387,33902,0.20690,,,YES,1-May-18,
BIH MOSTAR,Bosnia And Herzegovina MOSTAR,STD,SINT,387,3420,0.20690,,,YES,1-May-18,
BIH MOSTAR,Bosnia And Herzegovina MOSTAR,STD,SINT,387,3421,0.20690,,,YES,1-May-18,
BIH MOSTAR,Bosnia And Herzegovina MOSTAR,STD,SINT,387,3422,0.20690,,,YES,1-May-18,
BIH MOSTAR,Bosnia And Herzegovina MOSTAR,STD,SINT,387,3424,0.20690,,,YES,1-May-18,
BIH MOSTAR,Bosnia And Herzegovina MOSTAR,STD,SINT,387,3426,0.20690,,,YES,1-May-18,
BIH MOSTAR,Bosnia And Herzegovina MOSTAR,STD,SINT,387,3427,0.20690,,,YES,1-May-18,
BIH MOSTAR,Bosnia And Herzegovina MOSTAR,STD,SINT,387,3431,0.20690,,,YES,1-May-18,
BIH MOSTAR,Bosnia And Herzegovina MOSTAR,STD,SINT,387,3435,0.20690,,,YES,1-May-18,
BIH MOSTAR,Bosnia And Herzegovina MOSTAR,STD,SINT,387,3436,0.20690,,,YES,1-May-18,
BIH MOSTAR,Bosnia And Herzegovina MOSTAR,STD,SINT,387,3450,0.20690,,,YES,1-May-18,
BIH MOSTAR,Bosnia And Herzegovina MOSTAR,STD,SINT,387,3481,0.20690,,,YES,1-May-18,
BIH MOSTAR,Bosnia And Herzegovina MOSTAR,STD,SINT,387,3482,0.20690,,,YES,1-May-18,
BIH MOSTAR,Bosnia And Herzegovina MOSTAR,STD,SINT,387,3485,0.20690,,,YES,1-May-18,
BIH MOSTAR,Bosnia And Herzegovina MOSTAR,STD,SINT,387,35901,0.20690,,,YES,1-May-18,
BIH MOSTAR,Bosnia And Herzegovina MOSTAR,STD,SINT,387,35902,0.20690,,,YES,1-May-18,
BIH MOSTAR,Bosnia And Herzegovina MOSTAR,STD,SINT,387,3631,0.20690,,,YES,1-May-18,
BIH MOSTAR,Bosnia And Herzegovina MOSTAR,STD,SINT,387,3632,0.20690,,,YES,1-May-18,
BIH MOSTAR,Bosnia And Herzegovina MOSTAR,STD,SINT,387,3633,0.20690,,,YES,1-May-18,
BIH MOSTAR,Bosnia And Herzegovina MOSTAR,STD,SINT,387,3634,0.20690,,,YES,1-May-18,
BIH MOSTAR,Bosnia And Herzegovina MOSTAR,STD,SINT,387,3635,0.20690,,,YES,1-May-18,
BIH MOSTAR,Bosnia And Herzegovina MOSTAR,STD,SINT,387,3636,0.20690,,,YES,1-May-18,
BIH MOSTAR,Bosnia And Herzegovina MOSTAR,STD,SINT,387,3637,0.20690,,,YES,1-May-18,
BIH MOSTAR,Bosnia And Herzegovina MOSTAR,STD,SINT,387,3638,0.20690,,,YES,1-May-18,
BIH MOSTAR,Bosnia And Herzegovina MOSTAR,STD,SINT,387,3639,0.20690,,,YES,1-May-18,
BIH MOSTAR,Bosnia And Herzegovina MOSTAR,STD,SINT,387,3644,0.20690,,,YES,1-May-18,
BIH MOSTAR,Bosnia And Herzegovina MOSTAR,STD,SINT,387,3648,0.20690,,,YES,1-May-18,
BIH MOSTAR,Bosnia And Herzegovina MOSTAR,STD,SINT,387,3664,0.20690,,,YES,1-May-18,
BIH MOSTAR,Bosnia And Herzegovina MOSTAR,STD,SINT,387,3665,0.20690,,,YES,1-May-18,
BIH MOSTAR,Bosnia And Herzegovina MOSTAR,STD,SINT,387,3677,0.20690,,,YES,1-May-18,
BIH MOSTAR,Bosnia And Herzegovina MOSTAR,STD,SINT,387,3678,0.20690,,,YES,1-May-18,
BIH MOSTAR,Bosnia And Herzegovina MOSTAR,STD,SINT,387,3680,0.20690,,,YES,1-May-18,
BIH MOSTAR,Bosnia And Herzegovina MOSTAR,STD,SINT,387,3681,0.20690,,,YES,1-May-18,
BIH MOSTAR,Bosnia And Herzegovina MOSTAR,STD,SINT,387,3682,0.20690,,,YES,1-May-18,
BIH MOSTAR,Bosnia And Herzegovina MOSTAR,STD,SINT,387,3685,0.20690,,,YES,1-May-18,
BIH MOSTAR,Bosnia And Herzegovina MOSTAR,STD,SINT,387,3686,0.20690,,,YES,1-May-18,
BIH MOSTAR,Bosnia And Herzegovina MOSTAR,STD,SINT,387,36870,0.20690,,,YES,1-May-18,
BIH MOSTAR,Bosnia And Herzegovina MOSTAR,STD,SINT,387,36872,0.20690,,,YES,1-May-18,
BIH MOSTAR,Bosnia And Herzegovina MOSTAR,STD,SINT,387,36873,0.20690,,,YES,1-May-18,
BIH MOSTAR,Bosnia And Herzegovina MOSTAR,STD,SINT,387,36874,0.20690,,,YES,1-May-18,
BIH MOSTAR,Bosnia And Herzegovina MOSTAR,STD,SINT,387,36875,0.20690,,,YES,1-May-18,
BIH MOSTAR,Bosnia And Herzegovina MOSTAR,STD,SINT,387,36876,0.20690,,,YES,1-May-18,
BIH MOSTAR,Bosnia And Herzegovina MOSTAR,STD,SINT,387,36877,0.20690,,,YES,1-May-18,
BIH MOSTAR,Bosnia And Herzegovina MOSTAR,STD,SINT,387,36878,0.20690,,,YES,1-May-18,
BIH MOSTAR,Bosnia And Herzegovina MOSTAR,STD,SINT,387,36879,0.20690,,,YES,1-May-18,
BIH MOSTAR,Bosnia And Herzegovina MOSTAR,STD,SINT,387,3688,0.20690,,,YES,1-May-18,
BIH MOSTAR,Bosnia And Herzegovina MOSTAR,STD,SINT,387,3689,0.20690,,,YES,1-May-18,
BIH MOSTAR,Bosnia And Herzegovina MOSTAR,STD,SINT,387,37901,0.20690,,,YES,1-May-18,
BIH MOSTAR,Bosnia And Herzegovina MOSTAR,STD,SINT,387,37902,0.20690,,,YES,1-May-18,
BIH MOSTAR,Bosnia And Herzegovina MOSTAR,STD,SINT,387,3920,0.20690,,,YES,1-May-18,
BIH MOSTAR,Bosnia And Herzegovina MOSTAR,STD,SINT,387,3938,0.20690,,,YES,1-May-18,
BIH MOSTAR,Bosnia And Herzegovina MOSTAR,STD,SINT,387,3966,0.20690,,,YES,1-May-18,
BIH MOSTAR,Bosnia And Herzegovina MOSTAR,STD,SINT,387,3967,0.20690,,,YES,1-May-18,
BIH MOSTAR,Bosnia And Herzegovina MOSTAR,STD,SINT,387,3968,0.20690,,,YES,1-May-18,
BIH MOSTAR,Bosnia And Herzegovina MOSTAR,STD,SINT,387,3969,0.20690,,,YES,1-May-18,
BIH MOSTAR,Bosnia And Herzegovina MOSTAR,STD,SINT,387,3970,0.20690,,,YES,1-May-18,
BIH MOSTAR,Bosnia And Herzegovina MOSTAR,STD,SINT,387,3971,0.20690,,,YES,1-May-18,
BIH MOSTAR,Bosnia And Herzegovina MOSTAR,STD,SINT,387,3983,0.20690,,,YES,1-May-18,
BIH MOSTAR,Bosnia And Herzegovina MOSTAR,STD,SINT,387,3984,0.20690,,,YES,1-May-18,
BIH MOSTAR,Bosnia And Herzegovina MOSTAR,STD,SINT,387,3985,0.20690,,,YES,1-May-18,
BIH MOSTAR,Bosnia And Herzegovina MOSTAR,STD,SINT,387,4974,0.20690,,,YES,1-May-18,
BIH MOSTAR,Bosnia And Herzegovina MOSTAR,STD,SINT,387,4975,0.20690,,,YES,1-May-18,
BIH MOSTAR,Bosnia And Herzegovina MOSTAR,STD,SINT,387,4976,0.20690,,,YES,1-May-18,
BIH MOSTAR,Bosnia And Herzegovina MOSTAR,STD,SINT,387,51901,0.20690,,,YES,1-May-18,
BIH MOSTAR,Bosnia And Herzegovina MOSTAR,STD,SINT,387,51902,0.20690,,,YES,1-May-18,
ZAF,South Africa,STD,SINT,27,,0.21975,,,YES,6-Nov-17,
ZAF Fixed MNS,South Africa Fixed MTN,STD,SINT,27,102850,0.24300,,,YES,1-Apr-18,
ZAF Fixed MNS,South Africa Fixed MTN,STD,SINT,27,122850,0.24300,,,YES,1-Apr-18,
ZAF Fixed MNS,South Africa Fixed MTN,STD,SINT,27,132850,0.24300,,,YES,1-Apr-18,
ZAF Fixed MNS,South Africa Fixed MTN,STD,SINT,27,142850,0.24300,,,YES,1-Apr-18,
ZAF Fixed MNS,South Africa Fixed MTN,STD,SINT,27,152800,0.24300,,,YES,1-Apr-18,
ZAF Fixed MNS,South Africa Fixed MTN,STD,SINT,27,162850,0.24300,,,YES,1-Apr-18,
ZAF Fixed MNS,South Africa Fixed MTN,STD,SINT,27,170650,0.24300,,,YES,1-Apr-18,
ZAF Fixed MNS,South Africa Fixed MTN,STD,SINT,27,172850,0.24300,,,YES,1-Apr-18,
ZAF Fixed MNS,South Africa Fixed MTN,STD,SINT,27,182800,0.24300,,,YES,1-Apr-18,
ZAF Fixed MNS,South Africa Fixed MTN,STD,SINT,27,212850,0.24300,,,YES,1-Apr-18,
ZAF Fixed MNS,South Africa Fixed MTN,STD,SINT,27,220650,0.24300,,,YES,1-Apr-18,
ZAF Fixed MNS,South Africa Fixed MTN,STD,SINT,27,222850,0.24300,,,YES,1-Apr-18,
ZAF Fixed MNS,South Africa Fixed MTN,STD,SINT,27,230650,0.24300,,,YES,1-Apr-18,
ZAF Fixed MNS,South Africa Fixed MTN,STD,SINT,27,272850,0.24300,,,YES,1-Apr-18,
ZAF Fixed MNS,South Africa Fixed MTN,STD,SINT,27,27650,0.24300,,,YES,1-Apr-18,
ZAF Fixed MNS,South Africa Fixed MTN,STD,SINT,27,280650,0.24300,,,YES,1-Apr-18,
ZAF Fixed MNS,South Africa Fixed MTN,STD,SINT,27,312850,0.24300,,,YES,1-Apr-18,
ZAF Fixed MNS,South Africa Fixed MTN,STD,SINT,27,340650,0.24300,,,YES,1-Apr-18,
ZAF Fixed MNS,South Africa Fixed MTN,STD,SINT,27,342850,0.24300,,,YES,1-Apr-18,
ZAF Fixed MNS,South Africa Fixed MTN,STD,SINT,27,350650,0.24300,,,YES,1-Apr-18,
ZAF Fixed MNS,South Africa Fixed MTN,STD,SINT,27,352850,0.24300,,,YES,1-Apr-18,
ZAF Fixed MNS,South Africa Fixed MTN,STD,SINT,27,412600,0.24300,,,YES,1-Apr-18,
ZAF Fixed MNS,South Africa Fixed MTN,STD,SINT,27,420650,0.24300,,,YES,1-Apr-18,
ZAF Fixed MNS,South Africa Fixed MTN,STD,SINT,27,430650,0.24300,,,YES,1-Apr-18,
ZAF Fixed MNS,South Africa Fixed MTN,STD,SINT,27,432850,0.24300,,,YES,1-Apr-18,
ZAF Fixed MNS,South Africa Fixed MTN,STD,SINT,27,440650,0.24300,,,YES,1-Apr-18,
ZAF Fixed MNS,South Africa Fixed MTN,STD,SINT,27,442850,0.24300,,,YES,1-Apr-18,
ZAF Fixed MNS,South Africa Fixed MTN,STD,SINT,27,470650,0.24300,,,YES,1-Apr-18,
ZAF Fixed MNS,South Africa Fixed MTN,STD,SINT,27,472850,0.24300,,,YES,1-Apr-18,
ZAF Fixed MNS,South Africa Fixed MTN,STD,SINT,27,512850,0.24300,,,YES,1-Apr-18,
ZAF Fixed MNS,South Africa Fixed MTN,STD,SINT,27,530650,0.24300,,,YES,1-Apr-18,
ZAF Fixed MNS,South Africa Fixed MTN,STD,SINT,27,532850,0.24300,,,YES,1-Apr-18,
ZAF Fixed MNS,South Africa Fixed MTN,STD,SINT,27,540650,0.24300,,,YES,1-Apr-18,
ZAF Fixed MNS,South Africa Fixed MTN,STD,SINT,27,542850,0.24300,,,YES,1-Apr-18,
ZAF Fixed MNS,South Africa Fixed MTN,STD,SINT,27,570650,0.24300,,,YES,1-Apr-18,
ZAF Fixed MNS,South Africa Fixed MTN,STD,SINT,27,572850,0.24300,,,YES,1-Apr-18,
ZAF Fixed MNS,South Africa Fixed MTN,STD,SINT,27,87260,0.24300,,,YES,1-Apr-18,
ZAF Fixed MNS,South Africa Fixed MTN,STD,SINT,27,87740,0.24300,,,YES,1-Apr-18,
ZAF Fixed MNS,South Africa Fixed MTN,STD,SINT,27,87741,0.24300,,,YES,1-Apr-18,
ZAF Fixed MNS,South Africa Fixed MTN,STD,SINT,27,87742,0.24300,,,YES,1-Apr-18,
ZAF Fixed MNS,South Africa Fixed MTN,STD,SINT,27,87743,0.24300,,,YES,1-Apr-18,
ZAF Fixed MNS,South Africa Fixed MTN,STD,SINT,27,878450,0.24300,,,YES,1-Apr-18,
ZAF Fixed MNS,South Africa Fixed MTN,STD,SINT,27,878451,0.24300,,,YES,1-Apr-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,10100,0.43350,,,YES,1-Sep-18,
ZAF Fixed OLO,South Africa Fixed OLO,STD,SINT,27,101100,0.43350,,,YES,1-Sep-18,
